accession	secondary_sample_accession	bio_material	cell_line	cell_type	collected_by	collection_date	country	cultivar	culture_collection	description	dev_stage	ecotype	environmental_sample	first_public	germline	identified_by	isolate	isolation_source	location	mating_type	serotype	serovar	sex	submitted_sex	specimen_voucher	strain	sub_species	sub_strain	tissue_lib	tissue_type	variety	tax_id	scientific_name	sample_alias	checklist	center_name	depth	elevation	altitude	environment_biome	environment_feature	environment_material	temperature	salinity	sampling_campaign	sampling_site	sampling_platform	protocol_label	project_name	host	host_tax_id	host_status	host_sex	submitted_host_sex	host_body_site	host_gravidity	host_phenotype	host_genotype	host_growth_conditions	environmental_package	investigation_type	experimental_factor	sample_collection	sequencing_method	target_gene	ph	broker_name
SAMEA2297571	ERS389958									WTCHG_55961_287			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_287	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297572	ERS389959									WTCHG_55961_288			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_288	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297573	ERS389960									WTCHG_55961_289			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_289	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297574	ERS389961									WTCHG_55961_290			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_290	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297575	ERS389962									WTCHG_55961_291			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_291	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297576	ERS389963									WTCHG_55961_292			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_292	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297577	ERS389964									WTCHG_55961_293			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_293	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297578	ERS389965									WTCHG_55961_294			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_55961_294	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297579	ERS389966									WTCHG_56209_201			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_56209_201	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297580	ERS389967									WTCHG_56209_202			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_56209_202	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297581	ERS389968									WTCHG_56209_203			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_56209_203	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297582	ERS389969									WTCHG_56209_204			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_56209_204	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297583	ERS389970									WTCHG_56209_205			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_56209_205	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297584	ERS389971									WTCHG_56209_206			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_56209_206	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297585	ERS389972									WTCHG_56209_207			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_56209_207	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297586	ERS389973									WTCHG_56209_208			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_56209_208	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297587	ERS389974									WTCHG_56209_209			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_56209_209	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297588	ERS389975									WTCHG_56209_210			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_56209_210	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297589	ERS389976									WTCHG_56209_211			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_56209_211	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297590	ERS389977									WTCHG_56209_212			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_56209_212	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297591	ERS389978									WTCHG_56209_213			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_56209_213	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297592	ERS389979									WTCHG_56209_214			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_56209_214	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297593	ERS389980									WTCHG_56209_215			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_56209_215	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297594	ERS389981									WTCHG_56209_216			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_56209_216	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297595	ERS389982									WTCHG_56209_217			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_56209_217	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297596	ERS389983									WTCHG_56209_218			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_56209_218	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297597	ERS389984									WTCHG_56209_219			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_56209_219	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297598	ERS389985									WTCHG_56209_220			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_56209_220	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297599	ERS389986									WTCHG_56209_221			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_56209_221	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297600	ERS389987									WTCHG_56209_222			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_56209_222	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297601	ERS389988									WTCHG_56209_223			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_56209_223	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297602	ERS389989									WTCHG_56209_224			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_56209_224	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297603	ERS389990									WTCHG_56209_225			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_56209_225	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297604	ERS389991									WTCHG_56209_226			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_56209_226	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297605	ERS389992									WTCHG_56209_227			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_56209_227	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297606	ERS389993									WTCHG_56209_229			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_56209_229	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297607	ERS389994									WTCHG_56209_230			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_56209_230	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297608	ERS389995									WTCHG_56209_231			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_56209_231	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297609	ERS389996									WTCHG_56209_232			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_56209_232	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297610	ERS389997									WTCHG_56209_233			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_56209_233	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297611	ERS389998									WTCHG_56209_234			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_56209_234	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297612	ERS389999									WTCHG_56209_235			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_56209_235	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297613	ERS390000									WTCHG_56209_236			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_56209_236	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297614	ERS390001									WTCHG_56209_237			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_56209_237	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297615	ERS390002									WTCHG_56209_238			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_56209_238	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297616	ERS390003									WTCHG_56209_239			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_56209_239	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297617	ERS390004									WTCHG_56209_240			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_56209_240	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297618	ERS390005									WTCHG_56209_241			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_56209_241	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297619	ERS390006									WTCHG_56209_242			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_56209_242	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297620	ERS390007									WTCHG_56209_243			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_56209_243	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297621	ERS390008									WTCHG_56209_244			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_56209_244	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297622	ERS390009									WTCHG_56209_245			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_56209_245	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297623	ERS390010									WTCHG_56209_246			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_56209_246	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297624	ERS390011									WTCHG_56209_247			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_56209_247	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297625	ERS390012									WTCHG_56209_248			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_56209_248	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297626	ERS390013									WTCHG_56209_249			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_56209_249	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297627	ERS390014									WTCHG_56209_250			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_56209_250	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297628	ERS390015									WTCHG_56209_251			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_56209_251	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297629	ERS390016									WTCHG_56209_252			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_56209_252	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297630	ERS390017									WTCHG_56209_253			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_56209_253	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297631	ERS390018									WTCHG_56209_254			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_56209_254	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297632	ERS390019									WTCHG_56209_255			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_56209_255	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297633	ERS390020									WTCHG_56209_256			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_56209_256	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA2297634	ERS390021									WTCHG_56209_257			false	2014-01-14	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_56209_257	ERC000011	University of Oxford																															MAIDEN_OX
